molecule,SMILES,PCE
QM2,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(-c9sc(-c%10ccc%11c(c%10)C(=O)C(=C\c%10sc%12c(sc%13c%14c%15nsnc%15c%15c%16sc%17c(CCCCCCCCCCC)c(/C=C%18\C(=O)c%19cc(F)c(F)cc%19C%18=C(C#N)C#N)sc%17c%16n(CC(CCCCCCCC)CCCCCCCCCC)c%15c%14n(CC(CCCCCCCC)CCCCCCCCCC)c%12%13)c%10CCCCCCCCCCC)/C%11=C(/O)C#N)c(F)c9F)ccc8\C7=C(/O)C#N)sc6c5n(CC(CCCCCCCC)CCCCCCCCCC)c4c3n(CC(CCCCCCCC)CCCCCCCCCC)c21,16.36 
ATT-2,CCCCCCCCOC(=O)c1cc2c(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(-c4sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)c6sc(C(=O)OCCCCCCCC)cc46)cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)c2s1,9.39 
TTIC-M,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(C)ccc5C4=C(C#N)C#N)sc3-c3sc4c5c(sc4c32)-c2sc(/C=C3\C(=O)c4ccc(C)cc4C3=C(C#N)C#N)cc2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,11.40 
TTIC-F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc3-c3sc4c5c(sc4c32)-c2sc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)cc2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,9.51 
IDTPC,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4cscc4C2=C(C#N)C#N)sc1-3,11.90 
Y6-C2,C=C1/C(=C/c2sc3c(sc4c5c6nsnc6c6c7sc8c(CCCCCCCCCCC)c(/C=C9\C(=O)c%10cc(F)c(F)cc%10C9=C(C#N)C#N)sc8c7n(CCC(CC)CCCC)c6c5n(CCC(CC)CCCC)c34)c2CCCCCCCCCCC)C(=O)c2cc(F)c(F)cc21.N#CCC#N,15.64 
Y6-C3,C=C1/C(=C/c2sc3c(sc4c5c6nsnc6c6c7sc8c(CCCCCCCCCCC)c(/C=C9\C(=O)c%10cc(F)c(F)cc%10C9=C(C#N)C#N)sc8c7n(CCCC(CC)CCCC)c6c5n(CCCC(CC)CCCC)c34)c2CCCCCCCCCCC)C(=O)c2cc(F)c(F)cc21.N#CCC#N,13.48 
m-ITIC-2F,CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc5c32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)c1,12.04 
m-ITIC-4F,CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)c1,12.03 
p-IDTIDT-IC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4c(sc23)-c2cc3c(cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,6.25 
m-IDTIDT-FIC,CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3c4c(sc23)-c2cc3c(cc2C4(c2cccc(CCCCCC)c2)c2cccc(CCCCCC)c2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(c2cccc(CCCCCC)c2)c2cccc(CCCCCC)c2)c1,11.08 
IOIC-2,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(c(CCCCC)cc5c4cc(CCCCCC)c4c6c(sc45)-c4sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc4C6(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)c32)cc1,12.10 
CBT-IC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)[se]5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)[se]3)sc2-4)cc1,10.78 
IDT2Se-4F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)[se]5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)[se]3)sc2-4)cc1,11.19 
M2,CCCCC(CC)COc1c2sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CC)CCCC)c3c2c(OCC(CC)CCCC)c2sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CC)CCCC)c3c12,11.16 
M36,CCCCCCC(CCCC)COc1c2sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c3c2c(OCC(CCCC)CCCCCC)c2sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCC)CCCCCC)c3c12,16.00 
M38,CCCCCCCCCCCCC(CCCCCCCCCC)COc1c2sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c2c(OCC(CCCCCCCCCC)CCCCCCCCCCCC)c2sc3c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c12,8.89 
ThPy1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)n(CC(CC)CCCC)c5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)n(CC(CC)CCCC)c23)cc1,11.27 
ThPy2,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)n(CC(CC)CCCC)c23)cc1,11.92 
ThPy3,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4n(CC(CC)CCCC)c3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,14.90 
ThPy4,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3c2c2sc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)cc2n3CC(CC)CCCC)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4n(CC(CC)CCCC)c3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1,9.78 
PDFC,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCCCC)(CCCCCCCC)c1c-3sc2c3cc4c(=O)n(C(CCCCC)CCCCC)c(=O)c5cc6c7c8c(sc7c7cc9c(=O)n(C(CCCCC)CCCCC)c(=O)c%10cc(c12)c1c3c(c45)c6c7c1c9%10)-c1cc2c(cc1C8(CCCCCCCC)CCCCCCCC)-c1sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc1C2(CCCCCCCC)CCCCCCCC,12.56 
Y11,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC(CC)CCCC)nc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,15.27 
DOC6-IC,CCCCCCOc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)C(CCC)CCCC)c(OCCCCCC)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)C(CCC)CCCC,10.11 
DOC8-IC,CCCCCCCCOc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)C(CCC)CCCC)c(OCCCCCCCC)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)C(CCC)CCCC,8.96 
DOC2C6-IC,CCCCC(CC)COc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)C(CCC)CCCC)c(OCC(CC)CCCC)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)C(CCC)CCCC,10.66 
DC6-IC,CCCCCCc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)C(CCC)CCCC)c(CCCCCC)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)C(CCC)CCCC,6.77 
DOC2C6-2F,CCCCC(CC)COc1cc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC(CC)CCCC)C(CCC)CCCC)c(OCC(CC)CCCC)cc1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc1C2(CC(CC)CCCC)C(CCC)CCCC,12.99 
IO-4CI,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=O)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5cc(Cl)c(Cl)cc5C4=O)sc23)cc1,0.00 
DTFT5-FIC,CCCCCCCCC1(CCCCCCCC)c2cc3cc(-c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4CC(CC)CCCC)sc3cc2-c2cc3sc(-c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4CC(CC)CCCC)cc3cc21,5.38 
DTFT9-FIC,CCCCCCCCC1(CCCCCCCC)c2cc3c4c(sc3cc2-c2cc3sc5c(c3cc21)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc1-5)-c1sc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)cc1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,9.54 
ITIC-S,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4/C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c(-c5ccc(SCC(CC)CCCC)s5)c5c6c(sc5c(-c5ccc(SCC(CC)CCCC)s5)c4c32)-c2sc(/C=C3/C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,11.40 
FCTT-FIC,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc2cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc2c1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-3sc2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc12,12.01 
Py-e-PDI,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(C#Cc7cc(C#Cc8cc9c%10c(ccc%11c%12ccc%13c%14c(ccc(c8c%10%11)c%14%12)C(=O)N(C(CCCCCC)CCCCCC)C%13=O)C(=O)N(C(CCCCCC)CCCCCC)C9=O)c8ccc9c(C#Cc%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCCC)CCCCCC)C%15=O)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)cc(C#Cc%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCCC)CCCCCC)C%15=O)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)c%10ccc7c8c%109)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O,5.89 
IDT2-DFIC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3cc5c(s3)-c3cc6c(cc3C5(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc3C6(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)sc2-4)cc1,10.06 
BDOTP‐1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4c(c5c6sc7c(CCCCCCCCCCC)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC(CC)CCCC)c5c3n(CC(CC)CCCC)c21)Oc1ccccc1O4,16.76 
BDOTP‐2,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4c(c5c6sc7c(CC(CCCC)CCCCCC)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC(CC)CCCC)c5c3n(CC(CC)CCCC)c21)Oc1ccccc1O4,15.31 
T-1,CCCCCC(CCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCC)CCCCC)c(=O)c6cc7c8cc9c(cc8c8cc(c1=O)c2c3c8c7c4c56)C1c2ccccc2C9c2ccccc21,2.31 
T-2,CCCCCC(CCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCC)CCCCC)c(=O)c6cc7c8cc9c(cc8c8cc(c1=O)c2c3c8c7c4c56)C1c2ccccc2C9c2cc3c(cc21)c1cc2c(=O)n(C(CCCCC)CCCCC)c(=O)c4ccc5c6ccc7c(=O)n(C(CCCCC)CCCCC)c(=O)c8cc3c(c6c78)c1c5c42,6.15 
T-3,CCCCCC(CCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCC)CCCCC)c(=O)c6cc7c8cc9c(cc8c8cc(c1=O)c2c3c8c7c4c56)C1c2cc3c(cc2C9c2cc4c(cc21)c1cc2c(=O)n(C(CCCCC)CCCCC)c(=O)c5ccc6c7ccc8c(=O)n(C(CCCCC)CCCCC)c(=O)c9cc4c(c7c89)c1c6c52)c1cc2c(=O)n(C(CCCCC)CCCCC)c(=O)c4ccc5c6ccc7c(=O)n(C(CCCCC)CCCCC)c(=O)c8cc3c(c6c78)c1c5c42,5.26 
IDTTC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sc8ccsc8c7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sc6ccsc6c5C4=C(C#N)C#N)sc23)cc1,13.04 
IDTTTC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sc8c(sc9ccsc98)c7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sc6c(sc7ccsc76)c5C4=C(C#N)C#N)sc23)cc1,6.00 
IBCT,CCCCCCCCCCC1(CCCCCCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5c(sc6ccccc56)C4=C(C#N)C#N)cc21)C(CCCCCCCCCC)(CCCCCCCCCC)c1cc(/C=C2\C(=O)c4c(sc5ccccc45)C2=C(C#N)C#N)sc1-3,11.26 
BTPIC-2Br-6,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccc(Br)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8ccc(Br)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,15.03 
DTCFO-ICF,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5cc(F)c(F)cc5C2=C(C#N)C#N)cc1C4(c1ccc(OCCCCCC)cc1)c1ccc(OCCCCCC)cc1)C(c1ccc(OCCCCCC)cc1)(c1ccc(OCCCCCC)cc1)c1cc(/C=C2\C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)sc1-3,7.67 
DTCFO-ICCl,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5cc(Cl)c(Cl)cc5C2=C(C#N)C#N)cc1C4(c1ccc(OCCCCCC)cc1)c1ccc(OCCCCCC)cc1)C(c1ccc(OCCCCCC)cc1)(c1ccc(OCCCCCC)cc1)c1cc(/C=C2\C(=O)c4cc(Cl)c(Cl)cc4C2=C(C#N)C#N)sc1-3,10.84 
LBT-DF,CCCCCCCCC(CCCCCC)Cn1c2c(ccc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc32)c2c3nsnc3c3c4ccc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCC)CCCCCCCC)c3c21,23.30 
LBT-SCl,CCCCCCCCC(CCCCCC)Cn1c2c(ccc3cc(/C=C4\C(=O)c5ccc(Cl)cc5C4=C(C#N)C#N)sc32)c2c3nsnc3c3c4ccc5cc(/C=C6\C(=O)c7ccc(Cl)cc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCC)CCCCCCCC)c3c21,24.70 
BTFM,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc4ccc(C(F)(F)F)cc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc9ccc(C(F)(F)F)cc9cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,16.38 
BTF,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc4cc(F)c(F)c(F)c4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc9cc(F)c(F)c(F)c9cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,16.77 
BTz-4F-1,CCCCCCC(CCCC)Cc1cc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc1-c1sc(-c2nc(C)c(-c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3CC(CCCC)CCCCCC)s2)nc1C,5.66 
BTz-4CI-1,CCCCCCC(CCCC)Cc1cc(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc1-c1sc(-c2nc(C)c(-c3sc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)cc3CC(CCCC)CCCCCC)s2)nc1C,3.61 
BTIC-4Br,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(Br)c(Br)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(Br)c(Br)cc8C7=C(C#N)C#N)sc6c5n(CC(CCC)CCCC)c4c3n(CC(CC)CCCC)c21,12.20 
BTIC-BO-4Br,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(Br)c(Br)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(Br)c(Br)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,14.03 
BTIC-2Br-m,CCCCCCCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(Br)c(Br)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,16.11 
Y6-C5,CCCC.CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CCCCC(CCCCCC)CCCCCC)c4c3n(CCCCC(CCC)CCCCCC)c21,16.73 
BTIC-2Cl-yCF3,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(C(F)(F)F)ccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,16.31 
A-WSSe-Cl,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)[se]c6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,17.51 
S-WSeSe-Cl,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)[se]c2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)[se]c6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,16.01 
BIT-IC,CCCCCCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(C(C)C)nc4c4c5sc6c(CCCCCC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,3.63 
BIT-2FIC,CCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(C(C)C)nc4c4c5sc6c(CCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,14.03 
BTIC-H,CCCCCCc1cc(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc1-c1sc(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)cc1CCCCCC,0.96 
Y15,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC(CC)CCCC)nc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCCC)c4c3n(CC(CC)CCCC)c21,14.13 
NITT-ThCl,CCCCCCc1ccc(CC2(Cc3ccc(CCCCCC)cc3)c3cc4c(OCC(CC)CCCC)c5c(cc4c(OCC(CC)CCCC)c3-c3sc4cc(/C=C6\C(=O)C7=C(Cl)CC=C7C6=C(C#N)C#N)sc4c32)C(Cc2ccc(CCCCCC)cc2)(Cc2ccc(CCCCCC)cc2)c2c-5sc3cc(/C=C4\C(=O)c5c(csc5Cl)C4=C(C#N)C#N)sc23)cc1,9.58 
NITT-BF,CCCCCCc1ccc(CC2(Cc3ccc(CCCCCC)cc3)c3cc4c(OCC(CC)CCCC)c5c(cc4c(OCC(CC)CCCC)c3-c3sc4cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc4c32)C(Cc2ccc(CCCCCC)cc2)(Cc2ccc(CCCCCC)cc2)c2c-5sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,12.30 
